datetime,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-08-17 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,90034,megawatthours
2025-08-17 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92148,megawatthours
2025-08-17 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,94982,megawatthours
2025-08-17 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,99300,megawatthours
2025-08-17 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,103995,megawatthours
2025-08-17 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,109032,megawatthours
2025-08-17 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,114895,megawatthours
2025-08-17 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,121558,megawatthours
2025-08-17 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,127324,megawatthours
2025-08-17 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,131323,megawatthours
2025-08-16 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,136883,megawatthours
2025-08-16 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,139995,megawatthours
2025-08-16 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,139815,megawatthours
2025-08-16 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,137408,megawatthours
2025-08-16 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,134306,megawatthours
2025-08-16 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,130557,megawatthours
2025-08-16 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,126281,megawatthours
2025-08-16 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,120821,megawatthours
2025-08-16 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,113866,megawatthours
2025-08-16 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,106802,megawatthours
2025-08-16 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,100148,megawatthours
2025-08-16 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,94826,megawatthours
2025-08-16 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92814,megawatthours
2025-08-16 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92385,megawatthours
2025-08-16 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92609,megawatthours
2025-08-16 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95065,megawatthours
2025-08-16 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98262,megawatthours
2025-08-16 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,102404,megawatthours
2025-08-16 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,106978,megawatthours
2025-08-16 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,113005,megawatthours
2025-08-16 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,119623,megawatthours
2025-08-16 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,127185,megawatthours
2025-08-16 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,133322,megawatthours
2025-08-16 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,138090,megawatthours
2025-08-15 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,143330,megawatthours
2025-08-15 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,145797,megawatthours
2025-08-15 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,145391,megawatthours
2025-08-15 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,143296,megawatthours
2025-08-15 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,140374,megawatthours
2025-08-15 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,135837,megawatthours
2025-08-15 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,130204,megawatthours
2025-08-15 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,124360,megawatthours
2025-08-15 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,118671,megawatthours
2025-08-15 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,112257,megawatthours
2025-08-15 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,107145,megawatthours
2025-08-15 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,101740,megawatthours
2025-08-15 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,97270,megawatthours
2025-08-15 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,93600,megawatthours
2025-08-15 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,91587,megawatthours
2025-08-15 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92013,megawatthours
2025-08-15 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,94610,megawatthours
2025-08-15 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98676,megawatthours
2025-08-15 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,103654,megawatthours
2025-08-15 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,109477,megawatthours
2025-08-15 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,115891,megawatthours
2025-08-15 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,123922,megawatthours
2025-08-15 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,129506,megawatthours
2025-08-15 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,134408,megawatthours
2025-08-14 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,138867,megawatthours
2025-08-14 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,140764,megawatthours
2025-08-14 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,140578,megawatthours
2025-08-14 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,140151,megawatthours
2025-08-14 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,138058,megawatthours
2025-08-14 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,134871,megawatthours
2025-08-14 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,129610,megawatthours
2025-08-14 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,124052,megawatthours
2025-08-14 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,118815,megawatthours
2025-08-14 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,113835,megawatthours
2025-08-14 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,108712,megawatthours
2025-08-14 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,104002,megawatthours
2025-08-14 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,99967,megawatthours
2025-08-14 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95661,megawatthours
2025-08-14 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,93115,megawatthours
2025-08-14 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,93508,megawatthours
2025-08-14 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95626,megawatthours
2025-08-14 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,99056,megawatthours
2025-08-14 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,103467,megawatthours
2025-08-14 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,107748,megawatthours
2025-08-14 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,113921,megawatthours
2025-08-14 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,121904,megawatthours
2025-08-14 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,126129,megawatthours
2025-08-14 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,130307,megawatthours
2025-08-13 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,134871,megawatthours
