datetime,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-08-01 11:00:00,AZPS,Arizona Public Service Company,D,Demand,5456,megawatthours
2025-08-01 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5623,megawatthours
2025-08-01 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5890,megawatthours
2025-08-01 08:00:00,AZPS,Arizona Public Service Company,D,Demand,6138,megawatthours
2025-08-01 07:00:00,AZPS,Arizona Public Service Company,D,Demand,6461,megawatthours
2025-08-01 06:00:00,AZPS,Arizona Public Service Company,D,Demand,6785,megawatthours
2025-08-01 05:00:00,AZPS,Arizona Public Service Company,D,Demand,7095,megawatthours
2025-08-01 04:00:00,AZPS,Arizona Public Service Company,D,Demand,7474,megawatthours
2025-08-01 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7755,megawatthours
2025-08-01 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7888,megawatthours
2025-08-01 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7785,megawatthours
2025-08-01 00:00:00,AZPS,Arizona Public Service Company,D,Demand,2004,megawatthours
2025-07-31 23:00:00,AZPS,Arizona Public Service Company,D,Demand,485,megawatthours
2025-07-31 22:00:00,AZPS,Arizona Public Service Company,D,Demand,273,megawatthours
2025-07-31 21:00:00,AZPS,Arizona Public Service Company,D,Demand,7122,megawatthours
2025-07-31 20:00:00,AZPS,Arizona Public Service Company,D,Demand,0,megawatthours
2025-07-31 19:00:00,AZPS,Arizona Public Service Company,D,Demand,6188,megawatthours
2025-07-31 18:00:00,AZPS,Arizona Public Service Company,D,Demand,31,megawatthours
2025-07-31 17:00:00,AZPS,Arizona Public Service Company,D,Demand,5329,megawatthours
2025-07-31 16:00:00,AZPS,Arizona Public Service Company,D,Demand,4928,megawatthours
2025-07-31 15:00:00,AZPS,Arizona Public Service Company,D,Demand,4899,megawatthours
2025-07-31 14:00:00,AZPS,Arizona Public Service Company,D,Demand,5042,megawatthours
2025-07-31 13:00:00,AZPS,Arizona Public Service Company,D,Demand,5033,megawatthours
2025-07-31 12:00:00,AZPS,Arizona Public Service Company,D,Demand,4942,megawatthours
2025-07-31 11:00:00,AZPS,Arizona Public Service Company,D,Demand,5023,megawatthours
2025-07-31 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5226,megawatthours
2025-07-31 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5461,megawatthours
2025-07-31 08:00:00,AZPS,Arizona Public Service Company,D,Demand,5761,megawatthours
2025-07-31 07:00:00,AZPS,Arizona Public Service Company,D,Demand,6161,megawatthours
2025-07-31 06:00:00,AZPS,Arizona Public Service Company,D,Demand,6451,megawatthours
2025-07-31 05:00:00,AZPS,Arizona Public Service Company,D,Demand,6633,megawatthours
2025-07-31 04:00:00,AZPS,Arizona Public Service Company,D,Demand,7081,megawatthours
2025-07-31 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7514,megawatthours
2025-07-31 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7612,megawatthours
2025-07-31 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7544,megawatthours
